0.0,0.0,10.474691
0.0,20.0,22.393974
0.0,40.0,31.79436
0.0,60.0,26.12067
0.0,80.0,2.1254063
0.0,100.0,15.150075
0.0,120.0,34.656544
0.0,140.0,34.63824
0.0,160.0,28.551085
0.0,180.0,23.369143
0.0,200.0,1.0139966
0.0,220.0,4.5253706
0.0,240.0,11.673424
0.0,260.0,30.803072
0.0,280.0,35.489086
0.0,300.0,34.445946
0.0,320.0,15.161411
0.0,340.0,32.014996
0.0,360.0,27.000145
0.0,380.0,2.1333957
20.0,0.0,2.5699997
20.0,20.0,39.49315
20.0,40.0,28.544426
20.0,60.0,8.444743
20.0,80.0,3.5081172
20.0,100.0,30.074818
20.0,120.0,18.91553
20.0,140.0,31.405018
20.0,160.0,29.012764
20.0,180.0,14.509432
20.0,200.0,22.44038
20.0,220.0,34.965473
20.0,240.0,22.616215
20.0,260.0,38.037457
20.0,280.0,14.533424
20.0,300.0,23.503498
20.0,320.0,28.202803
20.0,340.0,1.2844539
20.0,360.0,15.256944
20.0,380.0,5.0727963
40.0,0.0,27.824696
40.0,20.0,19.45099
40.0,40.0,7.372048
40.0,60.0,21.764832
40.0,80.0,20.971453
40.0,100.0,11.726255
40.0,120.0,12.417147
40.0,140.0,15.086687
40.0,160.0,0.77994347
40.0,180.0,8.199575
40.0,200.0,16.635689
40.0,220.0,11.9419365
40.0,240.0,32.36867
40.0,260.0,2.5469255
40.0,280.0,22.19461
40.0,300.0,9.690056
40.0,320.0,24.547596
40.0,340.0,7.8120017
40.0,360.0,7.8153396
40.0,380.0,17.051735
60.0,0.0,19.880226
60.0,20.0,20.191406
60.0,40.0,22.032578
60.0,60.0,14.642275
60.0,80.0,11.373356
60.0,100.0,30.503437
60.0,120.0,2.7782083
60.0,140.0,21.098751
60.0,160.0,29.480001
60.0,180.0,21.728067
60.0,200.0,25.460865
60.0,220.0,7.688687
60.0,240.0,3.7873697
60.0,260.0,8.534548
60.0,280.0,30.402023
60.0,300.0,18.644234
60.0,320.0,3.5128117
60.0,340.0,34.070473
60.0,360.0,37.248577
60.0,380.0,2.076521
80.0,0.0,24.160774
80.0,20.0,21.605062
80.0,40.0,22.286556
80.0,60.0,16.135113
80.0,80.0,19.442091
80.0,100.0,33.15754
80.0,120.0,23.532173
80.0,140.0,19.157898
80.0,160.0,33.487133
80.0,180.0,21.381605
80.0,200.0,32.801445
80.0,220.0,16.102425
80.0,240.0,4.785993
80.0,260.0,10.227079
80.0,280.0,4.0099287
80.0,300.0,24.880981
80.0,320.0,37.075554
80.0,340.0,37.89249
80.0,360.0,18.705893
80.0,380.0,16.7841
100.0,0.0,31.104433
100.0,20.0,24.07555
100.0,40.0,34.895367
100.0,60.0,39.54058
100.0,80.0,23.006268
100.0,100.0,2.4049592
100.0,120.0,10.802391
100.0,140.0,17.422405
100.0,160.0,18.688667
100.0,180.0,16.204664
100.0,200.0,34.17393
100.0,220.0,20.979874
100.0,240.0,38.613617
100.0,260.0,17.533094
100.0,280.0,8.563209
100.0,300.0,13.431535
100.0,320.0,3.6441112
100.0,340.0,30.01329
100.0,360.0,24.808575
100.0,380.0,8.505241
120.0,0.0,20.925346
120.0,20.0,27.707613
120.0,40.0,8.394917
120.0,60.0,35.82631
120.0,80.0,30.34613
120.0,100.0,25.700905
120.0,120.0,36.89164
120.0,140.0,38.09641
120.0,160.0,38.901287
120.0,180.0,31.771357
120.0,200.0,37.182793
120.0,220.0,35.74806
120.0,240.0,34.787567
120.0,260.0,39.306675
120.0,280.0,16.341887
120.0,300.0,19.06457
120.0,320.0,18.47846
120.0,340.0,34.347282
120.0,360.0,24.983524
120.0,380.0,37.619267
140.0,0.0,18.125917
140.0,20.0,37.31607
140.0,40.0,35.597054
140.0,60.0,18.131342
140.0,80.0,5.8437324
140.0,100.0,13.758432
140.0,120.0,14.211176
140.0,140.0,3.4037447
140.0,160.0,14.777029
140.0,180.0,27.524645
140.0,200.0,10.85409
140.0,220.0,28.971779
140.0,240.0,20.01929
140.0,260.0,11.662288
140.0,280.0,7.3879337
140.0,300.0,25.644464
140.0,320.0,35.691353
140.0,340.0,2.356577
140.0,360.0,0.76043844
140.0,380.0,33.584976
160.0,0.0,32.76016
160.0,20.0,23.194653
160.0,40.0,21.507782
160.0,60.0,38.396473
160.0,80.0,34.98777
160.0,100.0,32.59324
160.0,120.0,33.061676
160.0,140.0,26.426077
160.0,160.0,31.927069
160.0,180.0,6.3010263
160.0,200.0,4.2876887
160.0,220.0,2.8676462
160.0,240.0,6.9091177
160.0,260.0,17.474928
160.0,280.0,38.562073
160.0,300.0,33.05388
160.0,320.0,33.91214
160.0,340.0,35.0663
160.0,360.0,16.057585
160.0,380.0,8.525329
180.0,0.0,10.102556
180.0,20.0,31.396751
180.0,40.0,25.856382
180.0,60.0,12.118446
180.0,80.0,31.358755
180.0,100.0,34.236332
180.0,120.0,10.766888
180.0,140.0,10.62223
180.0,160.0,37.517086
180.0,180.0,7.927363
180.0,200.0,25.642662
180.0,220.0,2.83355
180.0,240.0,34.33121
180.0,260.0,10.757858
180.0,280.0,20.561941
180.0,300.0,1.5402651
180.0,320.0,2.7494144
180.0,340.0,28.637178
180.0,360.0,10.0275135
180.0,380.0,9.649
200.0,0.0,26.253662
200.0,20.0,3.0459404
200.0,40.0,0.61523676
200.0,60.0,6.046324
200.0,80.0,17.458637
200.0,100.0,17.230415
200.0,120.0,30.086643
200.0,140.0,21.658287
200.0,160.0,10.352063
200.0,180.0,19.821
200.0,200.0,24.363941
200.0,220.0,39.49929
200.0,240.0,29.509068
200.0,260.0,18.733196
200.0,280.0,14.045315
200.0,300.0,6.347201
200.0,320.0,7.9967546
200.0,340.0,37.740307
200.0,360.0,14.041719
200.0,380.0,33.242905
220.0,0.0,17.789757
220.0,20.0,28.997658
220.0,40.0,28.794666
220.0,60.0,15.609531
220.0,80.0,7.2575235
220.0,100.0,30.681557
220.0,120.0,27.364462
220.0,140.0,32.864426
220.0,160.0,17.198238
220.0,180.0,11.539974
220.0,200.0,9.061615
220.0,220.0,16.526115
220.0,240.0,8.146901
220.0,260.0,13.419058
220.0,280.0,18.457096
220.0,300.0,32.69435
220.0,320.0,36.065105
220.0,340.0,16.737858
220.0,360.0,1.4014673
220.0,380.0,30.223904
240.0,0.0,30.441639
240.0,20.0,38.565758
240.0,40.0,29.585173
240.0,60.0,23.867674
